"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54"
"X131",2.05427784674248e-16,4.67132958652179e-19,9.93606830676549e-07,6.4108034185575e-06,0.108259592479058,3.85152261239327e-19,2.46566486261107e-22,3.42812010921126e-18,0.0847574897025243,4.05565042006278e-19,1.48023826110717e-23,2.87332865893945e-12,0.000237264356819416,6.60110740919024e-16,1.12745884842113e-11,5.94687357511049e-11,2.96126775798881e-19,0.00938014720734619,1.51520250402421e-20,1.50927565832108e-15,5.69768922600315e-12,1.80662914160121e-26,1.44255031998236e-05,0.0107921449884022,2.27580862331878e-12,8.90378851530448e-14,1.04293085238017e-09,4.94907747176566e-17,3.71327424220693e-34,7.45245259028642e-26,1.69493625822658e-09,1.29623052309397e-11,7.59155415307746e-33,1.21073874332224e-20,0.0769777578838428,1.12577178514361e-15,3.92864154921802e-16,1.65557228031165e-15,2.88449088459447e-17,1.03297527187539e-10,0.0466374787161356,7.0373563664186e-15,1.18364649809255e-16,0.255934190466554,4.18943305350621e-19,0.0506739003102168,8.26783510819553e-07,0.00425899298779149,4.19427201605543e-13,0.372140180544153,6.45425710544788e-32,4.44833745373487e-06,6.67852922268981e-09,0.0446387420332388
"X102",1.07569892728857e-18,2.12227679464439e-15,0.00202972965458861,0.00686921231289901,0.0611211241628417,5.57746406461584e-27,6.50873138241911e-21,1.68496169696994e-14,0.055338541696091,8.63570929692118e-21,2.70160362975891e-19,1.15453563711234e-09,3.17648190361474e-09,2.24412718680467e-17,0.00487133556659344,7.09145869094717e-11,1.95607968747689e-08,0.0236421520155407,2.73850598318494e-29,1.82423653916278e-06,2.99144916131372e-29,0.000783960880484072,0.00984897192823757,1.14339047894743e-28,1.92779567570758e-18,7.03490060073545e-08,5.63164370116318e-13,1.13713721577064e-11,6.91514946574706e-26,1.27692869057328e-13,1.30088374480604e-22,4.59335539594151e-05,5.44092906182556e-42,3.38472100016697e-05,0.110313228185495,0.000930050269796946,7.99803650397044e-21,0.180333914183138,8.35770066418358e-09,0.00687013158307064,0.00216494475881728,9.53141176846225e-14,2.63370721776898e-15,0.202500618459642,2.46692948026849e-16,0.0625413450448383,1.47801812158953e-28,0.00590082472708408,1.93115622344803e-14,0.250386968430806,0.00506186760375615,1.58189753633812e-12,2.80648449416846e-11,4.7755328091613e-15
"X54",2.39049626848243e-12,1.51909411471968e-11,0.000998748805759207,0.0060825357994259,0.00910077414247972,2.38893405507936e-28,1.86636129719927e-17,6.35419496218371e-16,0.0300983508283281,2.19481058026749e-19,2.14020612565615e-06,8.22658159318067e-06,2.5208858213278e-16,2.23203092140186e-11,2.69226369461568e-09,0.0134241743293968,3.44480301545521e-16,0.0048710868477813,0.0091142777158349,2.63606795447185e-05,3.73448048585371e-20,0.0274738023248147,0.0151490082929972,8.13364620967598e-22,1.86928908320439e-07,0.00131539805290879,1.09509551799774e-10,1.74534543046254e-07,3.02373855507573e-13,1.46361495037921e-07,1.24855581686425e-08,2.2453008733335e-06,3.05899969902303e-38,0.000413851346795776,0.0890692802510978,2.13071974664902e-09,4.45228014272263e-13,0.36928773262956,0.000796506255737387,0.00565219628084989,2.72279263529339e-20,5.29801227842676e-05,1.28910719867054e-08,0.144551993986257,8.88783454253327e-17,0.0782541070361653,1.34029592386426e-19,0.000421287751058774,2.78617283200368e-12,0.118915930645763,1.98389228297374e-16,9.67228946753459e-20,1.10296120208119e-07,1.05974502934943e-15
"X89",7.4009758073577e-17,4.81899081568253e-06,3.66301357360593e-05,9.89147809834838e-10,3.66426976742554e-10,4.49043488341292e-05,4.61203542127854e-11,2.82749628647171e-18,9.8674527399463e-10,8.4690950455544e-19,1.31929073718489e-10,1.87216349302912e-05,0.00140566912366961,0.00228198082370451,6.61011053523997e-14,0.00874529200868212,8.90975694330511e-15,4.76909575588547e-14,0.00642067632176919,2.61188171331326e-08,0.00149913763101001,2.19392583466336e-06,6.10318097619228e-09,0.0194246426149897,0.00362445883759724,0.000261469641291999,0.0812218288017227,9.65176126618758e-09,5.53383521187859e-05,0.000577214896899286,0.00350068625860444,1.48740638685832e-05,1.53406576917291e-15,8.11957525697124e-07,0.0311697266737423,1.4591881724499e-21,1.51461844300096e-12,0.39240225788763,9.48076344289399e-08,8.82032733513554e-05,4.1905468680573e-22,0.00143560220841109,1.56897595765348e-06,0.104857054582764,0.000407220591739986,0.0900483969085144,0.103689821913384,0.00115934765399534,3.66097241360858e-06,0.027692865270557,5.82382974782626e-32,8.08651167753005e-11,0.000567659540166187,1.13526825320221e-32
"X162",1.26636242543926e-25,2.01270353413505e-21,4.53367248322778e-19,4.42817533157026e-16,5.76146593528314e-31,7.11434236669024e-16,7.14544123741039e-17,4.64330353128489e-09,1.08522994362252e-45,2.22698538059586e-22,3.38024807192918e-13,0.00201689516265561,1.4874167463827e-06,1.14860296849335e-12,1.03773142133753e-06,1.76256518572208e-05,2.88280318012489e-27,1.70709245011103e-35,7.25638155712586e-30,2.29899710455831e-32,2.92301050265534e-07,1.11108390514348e-50,1.42675852991362e-28,0.0129546707388841,1.23767720048491e-05,1.63304512517185e-23,0.250946582235316,3.14719688674727e-26,8.57845849417388e-13,7.79462603940862e-07,2.58539931290725e-13,4.26126727619328e-13,0.0015193016531833,3.62920506787406e-35,5.53780517110071e-06,6.73749949297894e-27,4.26064584135687e-12,0.223044571647329,2.2650090457349e-24,1.91018613351951e-12,6.9906309981247e-08,2.21882639732079e-14,1.12201629251504e-21,0.104502977039558,4.95423316145748e-05,0.100176128014247,0.178941394299039,2.9087038268568e-11,4.10739601098101e-11,0.000928936237769064,2.08543750049953e-27,1.0217871961925e-16,0.000704924775213445,4.45655469166801e-30
"X152",9.49050564254921e-23,5.02405892147997e-11,7.7771538556176e-20,2.07339916177449e-12,2.19576710569124e-18,0.0072716570730627,2.11776514988267e-15,0.00394652704123493,4.75368002750385e-33,2.20124523289737e-15,0.01449097103819,0.0155690069583328,0.00026514613183639,1.07077401891241e-21,1.9193902284078e-18,1.47175376840678e-08,1.96988966733088e-11,1.72019743961928e-39,1.01137663294891e-11,9.67807930164222e-08,3.92705136120344e-11,6.82039917081401e-12,1.89985822812792e-08,0.00050556587357517,5.54835481413882e-11,1.26231000997088e-25,0.436952524964153,3.64014535113812e-18,1.02079033102013e-05,0.00310279156487189,3.30733675798349e-08,8.87002096201021e-14,1.7919848112389e-09,8.30744129103955e-20,7.69970045261709e-06,1.70262436315156e-14,1.56406264061589e-08,0.064407895178057,3.69968054487673e-05,3.81888613618954e-13,0.00523946973820057,8.49864831463998e-12,1.47564054629767e-19,0.112791209182295,0.00621962849177887,0.10092236471441,0.100734323831213,7.95156785160968e-08,1.26061392409789e-07,0.00144741384603862,1.26976504880397e-09,1.92608814814136e-20,1.05295118116569e-07,0.00226265612283929
"X118",6.00754453916267e-18,0.00342423791784911,2.31712326573368e-14,2.00111380447824e-16,1.27391379295063e-08,5.96779601692675e-10,5.13700797528062e-30,0.00622723538795225,0.0733869959570733,9.28133677562052e-18,2.1828141876746e-22,0.000662846755018497,2.11636714065013e-06,1.24698239161393e-26,7.80975426354277e-22,1.52093087404802e-17,6.76362950757274e-13,6.36219463824802e-38,0.0175206411852669,0.14055484545634,2.84090018400024e-11,0.0254409039485622,4.57343066563328e-20,3.63031202720313e-13,2.80738456992576e-11,1.10341637200999e-17,0.40908550784374,0.00458952371141941,6.71099049859338e-08,0.00385784098745115,0.00548840052052338,4.30873728825962e-05,3.60266608745311e-16,7.53708925145813e-06,0.00156004024910562,1.0843788651982e-05,1.02726667250622e-06,8.36805032826613e-25,5.86589034142245e-13,0.00801680183984546,2.08525086367114e-10,0.000663719344502862,1.95872156161776e-10,0.0918314833924415,3.03088739778553e-16,0.0995660805726505,1.31307961911548e-10,3.65555555408725e-11,7.35207046687302e-06,0.0088196745945426,1.66119421021244e-18,2.96873396093658e-14,1.96041427396051e-05,0.00191150261257804
"X122.1",3.46042341110498e-11,1.6600133150094e-05,1.85163282435622e-07,1.75231899790031e-08,1.86253731357344e-11,2.32176402255749e-13,2.71041294274666e-22,0.00651508679470916,0.0840684012519596,2.89909873499342e-05,2.00838234532528e-32,2.88070124306373e-12,1.35245375202688e-06,2.98823804600803e-21,3.28013274202667e-12,0.0178824460542068,1.02147271076127e-24,1.68946105558176e-33,8.51432249794042e-08,0.362494628019044,2.55593276899168e-07,6.19259382068719e-09,5.81386668473914e-27,7.2300230762489e-08,6.0344042893788e-18,8.25331758780495e-23,0.180439422909154,0.00268273083360392,1.07031974971027e-16,0.0402850503446698,0.0099366574071021,1.22092075353492e-05,2.30463825791718e-13,5.45331148358916e-06,5.84594460841735e-08,1.75576479464522e-20,8.49648240294822e-14,4.74650437253266e-31,1.28839509150221e-19,1.11496473441536e-08,5.21709648440487e-12,1.48679448946925e-10,0.000502980227568522,0.108100260001383,1.49316983428141e-17,0.0977708208814856,2.56260550069128e-23,2.98974313692621e-10,7.07485791656675e-06,0.010129590485643,1.73646786886972e-12,7.57823960555586e-30,1.81258186670871e-08,1.2415839336272e-09
"X81",1.11111259185455e-13,1.21383203789654e-11,9.94706961199343e-13,0.00231782845979536,1.38732308103666e-12,1.35920562031118e-06,0.0174917680059828,4.11179911462798e-06,7.26696288331468e-09,1.02383205277985e-11,0.0639915486291619,2.52338228977572e-32,1.7801242243748e-06,5.23085899860412e-10,1.58704471219767e-14,0.0147664145884912,2.51941815852628e-23,9.61591473115629e-34,5.87438894800463e-08,0.447590095504535,5.32455357771792e-07,1.07006233065926e-27,8.31475855894699e-17,0.0019007514043188,8.59895079744989e-11,3.63180367597828e-07,0.0222895671743282,4.78805541427336e-11,8.55962981262657e-10,0.0339085722087435,1.52208866567873e-18,9.39007005898424e-11,7.4597882399857e-10,1.07689915811499e-23,0.0116991369434459,1.8375027936564e-17,1.32186537370719e-08,0.000480533909401605,1.00013569422595e-05,2.4896028255847e-12,0.00849391743128098,9.44375927456415e-13,4.57376674853086e-18,0.154579812576941,0.00133867023615262,0.103932702499605,0.0122588168173854,5.59453064559251e-07,1.52475520630619e-24,4.34968088756386e-12,2.51477661357233e-06,2.83842913704447e-07,0.00350627227704675,5.14551191450847e-20
"X62",1.94162701119958e-22,1.85107091261507e-15,2.55379349990344e-29,9.75950623490495e-14,6.77859787449854e-20,1.0390191161333e-10,2.62298254898629e-06,2.15911804556245e-29,2.82301126396842e-80,2.47352128208415e-34,0.196169652208096,7.16036547917733e-23,4.58778809813209e-15,1.18488127956755e-10,6.92323646727976e-24,1.40923050897373e-28,1.08881057385184e-17,8.72579556007809e-53,0.00521901562415155,0.2941811536722,8.69777510184397e-38,1.23322422995652e-10,0.0980732345348548,7.7138706543541e-17,2.82772249346332e-11,1.27997161440586e-20,2.31327910176964e-15,9.16914217732148e-28,8.38184157407305e-14,0.00128145168794965,2.83053003843653e-34,2.235765003314e-21,2.55240797324149e-33,8.05404091288434e-28,0.000130157967098513,1.27778793411647e-20,4.02908737569544e-20,1.2640704618362e-09,1.39975916576578e-13,1.83810114365884e-31,0.00161224639403129,8.65781304183292e-18,1.14759451341159e-40,0.206676359042709,6.1949434101893e-07,0.108077810716632,1.0119166439578e-16,3.18524721639688e-17,7.29076423676551e-30,1.05592015787122e-34,1.12910568373053e-11,0.0557991230619644,2.51366642019894e-22,1.13709087029464e-24
"X100",0.0159474268728195,6.20647053674198e-25,2.38140023591691e-28,1.43108464017403e-31,9.98547890786738e-25,3.0465890617679e-23,3.83369105946179e-20,1.47011245379051e-44,7.82590745351811e-48,5.50938603536131e-45,0.18402058419189,9.43481750764584e-55,3.01634053527898e-14,6.95767992982357e-19,5.99551570835986e-33,4.59628960477381e-56,9.8416669623653e-24,3.90364171654507e-68,0.0305555402120223,0.0909409089869546,1.11645242045461e-29,1.21672203515366e-15,0.240604299578015,1.07907892811264e-29,1.18003329490803e-18,8.0041031428725e-47,1.47668125470193e-12,1.35882633709115e-38,2.83186075473028e-23,1.22440228751901e-19,4.16382630594849e-23,3.6580918222419e-30,3.21225081498392e-32,6.84786337640876e-29,4.29424569875504e-24,1.05978061853757e-27,2.28434978203548e-34,1.04473749793369e-15,4.74418866059599e-18,6.72512721133822e-39,3.197310787881e-31,3.84301361234838e-40,1.61404050155632e-26,0.245400371550742,4.82704526701777e-21,0.110742369305776,5.14989887599982e-32,5.04542514976753e-22,3.03505520241586e-30,2.32680830908157e-46,5.28962752838872e-34,0.137807450686175,1.3034160687352e-44,1.21100135702204e-26
"X110",0.112500790520801,1.09487130854528e-16,7.41721385248581e-05,3.98861253219316e-25,1.78786589958732e-14,5.21900512827174e-12,5.52999328132936e-05,4.82176496352362e-16,4.14142893691486e-07,2.04923677240874e-23,0.06990236398659,2.80700774357307e-53,3.42753097775177e-05,1.32333096825257e-25,7.06254417935637e-13,3.33944236612055e-35,7.18921739705874e-20,1.89150087294461e-54,0.0392737386651955,3.13842664939064e-30,0.047672374730398,2.10302050776334e-25,0.301565157309654,4.39279534433537e-11,4.61723953839326e-35,9.14552817831742e-37,0.000825503792854274,1.96738226225084e-21,9.26532475999449e-24,1.18912647361073e-21,8.47870120453146e-09,8.90923512288228e-15,2.12560713827945e-06,1.88189555711165e-24,4.45329806847767e-22,1.47030820084059e-19,9.12340821524866e-14,1.64619389415177e-16,8.23293580855871e-11,2.47869750842111e-16,4.95674288964323e-43,4.83086102040079e-32,0.000356221319106009,0.247889786508109,1.19383890810245e-18,0.0981779497899685,9.02592684739205e-20,4.44145431690457e-26,5.22780905217663e-25,7.5780168805158e-33,4.78336834238108e-18,0.155116653405472,4.67765646952117e-21,1.06409112327399e-22
"X28",0.263498695499577,4.23413474246201e-08,0.00617836921479327,2.68415701397039e-08,0.0594837357249637,9.71130818123221e-08,0.000622371990466653,0.0187442668412371,2.80626809769725e-12,0.00295615606213298,0.00312956488470292,2.51374149117078e-27,0.00426275139395972,3.67261115918767e-15,9.43343847818305e-13,1.38480672965225e-09,1.85282025568385e-18,6.39131583425233e-30,0.0238040017586237,8.48409772062612e-34,0.0789144698044941,2.57680292075239e-15,0.178288495625762,0.000275482208046988,2.1198640315905e-20,1.43637410138167e-18,0.00339727909586286,1.9906433119267e-08,1.53343145598372e-08,0.000512575982089327,0.00024687057854788,0.000267346873670556,6.92540024061615e-06,2.01672191156336e-19,4.90824785226102e-21,1.60115071967933e-17,1.63563167643548e-15,1.73969159314061e-06,1.05374011285118e-10,1.18045055186276e-07,9.5415365852846e-05,1.55530923324914e-20,0.00302480133261082,0.201330761750974,2.16283206564214e-07,0.0752395839443723,4.31417747105341e-08,2.09865555064834e-14,2.01861854556107e-10,2.36689307262878e-19,3.49474140557522e-09,0.0856019435026871,0.0029642740419975,4.27276710644742e-29
"X103",0.39317260435065,0.00405299646044019,8.4646933694884e-05,0.000920630864332301,0.137830554077946,7.83258823547892e-10,1.90492568700265e-12,3.41196681093532e-05,9.96374021093567e-18,0.00894256961756907,2.55904784975744e-11,1.56186046511374e-17,9.73200125537875e-07,7.75001394907002e-09,5.90669215204123e-16,0.0149104733033523,2.08730938627525e-11,1.68914154471929e-26,0.0209247858192087,0.00215292290190935,0.0688552036593717,6.10220962848444e-15,4.84661056775058e-08,1.65891547341831e-05,0.0213254797653163,7.12798227046481e-12,0.00526265954853704,0.00579386816893185,5.06841996832485e-13,1.0685871446053e-09,1.2305688920811e-06,0.0127588653245609,4.44224735151009e-16,3.11346453979364e-08,7.85390658526437e-08,1.64675095709659e-15,5.36828806433804e-08,9.42637769712434e-09,1.78567057259101e-08,0.000856537634537207,0.0146482189015543,1.6878233364244e-13,3.79238316155017e-16,0.132685594720126,7.41935328065894e-06,0.0649677738498039,2.09900926039747e-07,0.00117606856231353,0.00100798537118324,9.25425125195588e-12,5.25628793506971e-13,0.0172634654954592,0.000125533224313106,0.015688939577915
"X150",0.369791556594636,1.26177847751465e-21,1.06679748153481e-11,1.79056527603957e-09,6.59330388641678e-15,8.99294247899386e-13,1.20605777339254e-21,3.98823748160929e-20,1.39713753800327e-06,4.99108241681049e-13,5.85597509809083e-17,0.00943385091346354,3.98737618469768e-18,1.02797020068917e-19,2.78971850589041e-15,0.0431301522065203,2.35414808527775e-08,1.24549790820242e-17,4.11471759312278e-13,0.00359633941971974,0.0495437397667578,0.00519477068384609,7.95014388154071e-30,5.14979766600038e-11,0.105406867856612,1.55134004965661e-33,0.00416794919876955,9.38599689664231e-16,9.05163790164082e-13,1.86222004340491e-05,5.32817083375379e-14,1.80226845995481e-12,3.62159677787749e-15,7.72191773847381e-09,0.00455755869427525,2.1275772981622e-12,4.57746864484396e-07,2.57038727809962e-09,5.44349472385762e-17,1.32537112040327e-19,0.00630560201620783,0.00100430970730771,7.5484679529341e-15,0.0872680939565295,1.18949664301767e-15,0.0652875677923914,3.33290670958197e-09,4.92378247881042e-10,1.76873792477147e-13,0.0123540455246465,3.62928833804478e-26,7.1556819714419e-24,4.47371421494645e-07,0.156905079385406
"X157",2.90126192843876e-06,5.71312352672642e-19,5.63360222658272e-39,8.91657696394451e-14,0.00496581221419193,2.56143671341463e-14,1.56454670163443e-11,2.63400416123412e-24,0.127665607257421,1.09611577719288e-22,5.45342540137538e-09,6.02069372919365e-32,3.97489280014851e-08,1.18587981861892e-21,5.53190320937444e-31,9.63454396866257e-15,5.63374782593219e-19,1.42258269139352e-56,1.3609375639371e-21,3.49795866359876e-17,0.0197195525408608,1.63422976030308e-42,2.09548194673395e-10,0.0860202072584453,1.56995600835704e-26,3.80850286467592e-17,1.15992359156597e-05,1.22688333720373e-22,1.56632240962287e-13,8.48658968460554e-26,0.000871503635556452,4.67791316645102e-28,1.95082334377052e-19,6.83800698196036e-30,0.141146835445592,1.64531746790464e-25,1.87623770354009e-27,2.9352409684932e-23,2.56119959763696e-20,1.2996366000106e-32,0.033530598069097,1.11009746503439e-24,3.20105955286119e-27,0.165489060549504,2.96934455627242e-34,2.0266871633676e-18,0.00893727821239045,5.12357305271073e-23,1.31438028782888e-35,0.240642222647388,5.46196102008874e-29,0.000887996461830382,3.31268153658899e-15,0.206432784819173
"X104",1.74481010097072e-15,4.31219100440344e-18,7.72038126436661e-25,2.19596445099857e-20,0.116805568380867,3.52799188701646e-08,1.97296885049308e-30,7.57696959198952e-19,0.128733763741704,8.36773949196603e-30,4.00572565656133e-19,5.37723312277122e-16,2.91565625177835e-05,3.17170963101959e-18,0.0130353171468179,9.54113420358562e-29,2.88009475731571e-22,3.29953643859147e-17,2.69197820694579e-39,2.51705593030613e-13,6.18907804594311e-14,3.72552540311624e-36,0.00509327622135294,0.0420199481527981,2.18476758518772e-19,7.65776439444304e-19,2.86624643536736e-07,3.10940672739444e-22,4.32926828171498e-34,6.46681426657422e-36,1.56759460649628e-07,6.03464041201844e-27,4.94945825356244e-21,1.15698662023264e-36,0.236539439313614,5.52096103022801e-21,8.33759410547301e-21,0.0279453754437371,2.03688948009545e-20,7.78418959204528e-15,0.026546759067569,3.75796179340883e-20,4.60024856337058e-29,0.165008512943877,2.50387198344358e-27,2.20504708436674e-24,8.36541591146904e-08,4.15555867426836e-27,4.39431983664776e-11,0.220603285410428,2.11008122067009e-21,0.0107853615164429,1.19506846382783e-23,0.0434734259053676
"X123.1",9.38723569850719e-19,2.05771036944458e-12,2.29466940123076e-05,1.79376615535288e-15,0.0899441868385472,4.81646475999711e-07,7.02214618357952e-31,3.75198474275835e-09,0.0979948373437215,2.65105416140227e-21,6.33711898161148e-21,5.52057220280507e-16,8.55103616693438e-09,1.07218210852884e-25,0.0131554622340884,5.72220579805673e-20,1.16962117779524e-10,1.66407505598966e-09,0.00401128027881676,0.000113809806635156,2.65126947761036e-34,0.00227556426319258,0.0394817686643015,1.37553359189875e-12,1.65879085821562e-17,3.29688801014064e-22,5.61468512859344e-09,1.34233332397925e-09,3.18653401466765e-22,5.80802782027085e-15,4.60506099988892e-29,0.000138407270435276,2.5019233089353e-21,9.62817057065064e-17,0.29464288184452,9.02946329449209e-06,1.00227342349187e-07,0.199046179090589,3.36122829831105e-12,1.82442154909965e-10,4.30180203970309e-13,8.90354911399061e-11,2.70311674782653e-11,0.114532110905155,1.82021086157674e-15,9.91365551614759e-17,7.831043768214e-24,3.81654591949153e-28,3.71034900714068e-08,0.0899178336229925,0.0409405026200499,0.000208102557875985,1.99797759452328e-34,1.41067493891869e-11
"X103.1",2.04499263734473e-05,7.84155945417911e-07,4.01355488194101e-06,2.843508730416e-07,0.0264546653016783,7.59854312890492e-20,8.15271727978595e-21,2.04607010132762e-17,0.0938539681581661,4.19016242182923e-14,9.40768201082825e-10,2.1863264664103e-14,2.7825137088672e-21,6.37859888612312e-28,1.02693296887044e-10,3.66594293450656e-13,1.72795220209674e-09,6.71453065654716e-32,0.0746359439184738,5.30617666856333e-05,4.3103093427742e-25,0.00580571491618081,0.0251251785914144,3.62928465478707e-43,1.50049370264648e-18,8.56483466174245e-21,2.97899989145055e-06,0.00297705454018532,4.86150645239291e-10,3.8714941232259e-09,1.70006282552606e-22,6.31236329637131e-09,4.06809747385304e-10,1.03266174644584e-08,0.213913098949845,1.0196114188036e-11,3.31769541123849e-20,0.351006071821822,8.06323539504576e-15,0.000699929418764643,3.56282973412636e-47,5.9246126110362e-13,0.00371129728940322,0.0730261683267749,7.56805136180067e-34,1.44747151501744e-12,0.0352444863847157,2.025014760364e-25,7.79289246810728e-08,0.00762230868340131,0.0296676793452454,2.68957734939174e-13,8.8731652961796e-33,0.00348107611059026
"X27",6.54498800425001e-11,0.00110997010701087,2.00572879221642e-23,1.12447128982908e-21,0.00398774182446864,6.31619598255067e-10,1.55072022945742e-20,5.9413420496229e-22,0.0773160856618777,1.38931029457711e-18,6.92057630880706e-23,1.44588596407451e-19,1.19730493034765e-07,7.62077138823074e-17,3.54035902129824e-24,3.52648953946471e-13,2.87991920679506e-14,3.82129187172138e-32,0.0568028866333292,2.87033714503988e-16,6.14537702158398e-12,2.4607346326604e-26,1.45634258589722e-13,4.29283867208831e-31,1.62703865937512e-05,5.34431706325162e-15,0.0311178786974594,2.45937474901544e-13,2.23514503712765e-08,7.65422958708155e-11,0.0235193980645709,2.55195843094229e-26,0.0131298506075204,2.57281097582503e-17,0.0657621755613772,1.4633619570976e-16,1.78251517586867e-21,0.344362115167067,5.30475801023244e-26,3.09675316272711e-19,0.000144217762073986,1.03625913710137e-13,3.989085953654e-05,0.071132204569019,1.36779222083623e-22,3.65950749712076e-05,0.243051863441958,7.46912045443366e-10,1.72184892649612e-08,8.3085494484042e-14,1.65203774627749e-09,0.010945168660675,2.31253383062156e-21,2.25760446191969e-13
"X51",1.12337392610372e-07,8.63153282867297e-09,4.75145852064643e-33,6.16535813893911e-30,8.24990119304409e-20,2.57371022078091e-15,1.8030904835911e-19,6.16803157410158e-28,0.0816899764097904,2.86672581708969e-20,4.59863835626411e-30,4.22866941420727e-09,4.45547635090076e-17,2.28518900924217e-28,3.04252602435698e-24,5.70322201156359e-28,5.20745201583514e-10,1.00696511090767e-09,1.34806683280791e-27,7.91796358441556e-25,6.37878780919637e-10,9.1940167076411e-15,1.99108854033078e-10,4.40722240039931e-33,5.75373570990633e-15,4.4419182957689e-27,0.183958528731937,3.00475720904583e-25,1.19751459181383e-25,3.34608378444481e-05,1.37600796871836e-06,1.00131228648102e-29,0.06281714060492,3.74267863824963e-24,1.45233413517146e-07,1.77972463307484e-19,5.27575669320589e-19,0.154221212608319,3.94862164668912e-27,1.13850426780569e-27,0.000607205365516224,9.87086373781082e-36,1.534147242538e-09,0.0891344251204343,1.27080157085195e-31,7.3534768256098e-05,0.373442125505828,2.69874677773824e-26,8.02388241822654e-32,1.37027965720798e-31,5.13753695340784e-13,1.74201518078513e-09,2.5775719251479e-25,1.36535277322069e-06
"X113",0.00421540676690144,2.55399303403724e-26,1.0852188709532e-44,2.13492419819786e-24,1.0623381241105e-07,2.00137553655226e-22,0.000740561591094111,1.83872943695895e-33,0.165491044878452,2.36331249228388e-27,3.28186386531485e-05,0.00792741776158411,3.80746779263191e-05,2.40333406828492e-26,9.15355167146705e-25,7.46863210684616e-29,2.08537523202359e-08,7.33667735227124e-14,5.28359723947982e-41,8.18394312594353e-30,9.47788651019061e-23,0.0850394321042285,1.59137112529885e-05,4.95422726604296e-36,1.20537106611158e-24,1.04785059355575e-08,0.338664329964822,7.41519601511691e-29,1.88206419336214e-14,4.71491900603385e-07,8.30825756998334e-47,9.11624768432748e-33,0.065109561055493,2.10539190207271e-29,5.29155172484555e-18,5.35913261664346e-13,8.32180865957027e-23,0.0119253841167159,6.80471994471858e-15,2.47775581050002e-29,5.05863027469545e-11,1.01651757980536e-30,1.09250592108379e-20,0.0771395336536282,1.26676422063873e-13,7.38085412317479e-13,0.205682675636063,6.98430733452104e-19,2.53200882093897e-35,3.57909407239607e-24,6.79149442277295e-10,3.02188364398666e-12,3.07047224237185e-26,5.79324544013594e-12
"X93",0.000721205631786971,7.81983114495089e-06,9.62728442850239e-33,3.55369139973011e-15,6.45086915960188e-06,5.44552316410689e-30,2.04375007183533e-19,2.00396927973508e-16,0.282442890271055,9.57582008627434e-21,6.28897052812091e-27,5.80560094457695e-05,2.47502575996913e-08,1.45503098807238e-17,1.10757630387434e-15,7.29500014144202e-25,6.8688398241035e-05,0.00651842861548847,2.746286838262e-09,0.105663728177992,5.36382045374897e-15,0.121225122344961,1.78281904963673e-12,6.08436487555585e-31,6.68734644815292e-21,0.000978463445527848,0.318666783718084,2.47256610798337e-06,8.69387720432806e-18,0.0324243058567209,1.15632839298801e-13,3.15689973496978e-15,0.0525766466237066,2.76247844407857e-12,6.64701653688404e-07,1.51588321463171e-21,3.02070765430349e-20,3.27116771934907e-20,1.53638686444296e-20,2.03887615206352e-21,1.34786207528914e-17,3.21345846715884e-19,3.23011667643158e-20,0.0602618717174433,4.17224890582354e-15,1.63299690757939e-23,0.008364299732058,1.14866229493519e-10,4.10138801850682e-13,1.31549541172334e-17,6.10788217174753e-22,1.6292333175039e-21,5.81214608174607e-22,6.2671972133705e-22
"X137.1",8.90065294452061e-18,8.75929758794696e-12,3.3166798231283e-09,7.09816560560545e-22,1.03429697416286e-37,2.60052544102568e-20,1.54835028044776e-16,6.36745966998878e-13,0.286801000966035,1.29146679639042e-07,3.25021449301596e-43,8.32530525953499e-25,8.34980788396488e-18,3.14261480925428e-16,4.64659108054831e-16,1.19807859469853e-21,8.29990509171916e-27,0.000429494519845377,6.80884483559782e-17,0.270881535322044,1.68674418942052e-19,0.0341199927126736,9.06292241251458e-22,6.86857305731301e-19,1.82881766347356e-12,6.39812975680305e-09,0.13429171577105,0.000434556438132308,3.0090196112841e-24,0.145664004632592,3.42437690434035e-21,2.82729248300744e-05,0.0370197867928633,0.00670284800775205,1.48247371687912e-32,4.12603425085942e-34,2.64160791259288e-16,1.23652021003736e-19,1.33133706903548e-48,9.24468518858711e-20,8.30940851632889e-25,5.0348478485477e-20,2.42485941295549e-19,0.086433249878363,1.77006813480133e-23,1.01351681060481e-31,4.22897171900972e-47,7.3005160679674e-21,1.36677799296644e-09,1.47446619472693e-45,3.44022685990766e-19,1.42618191600992e-18,1.0087605741332e-27,3.18894484027981e-36
