"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52"
"X222.1",0.239261071536161,1.5207305164368e-26,9.25771516458679e-20,1.64266349506107e-11,2.02513721870368e-18,0.0227353145106179,0.021143117068612,5.299597019285e-24,7.74726070818005e-09,0.0117902315278927,7.46061124933418e-08,6.17319580359e-13,4.24447797642493e-09,0.00191220812711434,2.74479544951524e-19,1.35135024584776e-15,0.327662813555022,0.114786666706433,8.49749769296682e-20,0.00927187284311124,2.28589240338489e-15,4.62574321055784e-06,0.00158762615492589,9.25958998823734e-29,9.13156823191126e-12,0.00483642918681529,7.9459386134966e-13,4.06432375570653e-10,0.0113130577448964,7.9785423930285e-08,3.88181820560199e-13,8.58232486577317e-25,0.000693739382143282,7.65790024652691e-18,0.0274100625981452,3.31075437848042e-05,1.41590462700897e-18,9.36650111064183e-19,0.000448303625888091,5.26525221246187e-19,6.62565306793979e-08,3.14847136874695e-06,1.22027650414534e-14,0.0149096550561598,1.34627441410856e-10,0.000221039502649491,9.49017808219461e-15,0.000137260538794954,2.09923661609782e-13,2.40335573936252e-18,2.19925575757768e-08,2.43904436407988e-07
"X144.2",0.347423299848057,5.8266530257729e-15,1.98510762983437e-06,4.00646600857774e-11,4.37837315435835e-08,0.0170088732022981,0.0152493906579143,1.46284596042371e-16,4.67975919654127e-16,0.015044641779249,5.70342061102695e-05,0.00509058792875702,2.38508455684446e-21,6.18741165475584e-13,7.85196184027901e-22,0.0142396662209739,0.168717799875831,0.0563974886523522,3.99940589503852e-20,0.00256946204652215,8.31504790675234e-26,1.29609585410427e-18,3.28140091899721e-07,7.58218079182257e-15,0.000609072653010971,5.49632014166529e-17,4.18313683189311e-11,0.00296180199598138,0.0032576987754191,0.0123067172156555,3.35855550118493e-14,5.7449462142238e-29,0.00946308985192338,1.09431435048502e-13,0.0813001375843175,3.37721370961093e-16,4.64696290026606e-19,6.42661537476333e-21,4.59384063494584e-37,6.39402076564419e-29,6.33338644749784e-13,1.68724653752754e-19,1.07530261351263e-12,0.0253082095168137,6.16732647603249e-05,0.0019138673145705,2.8135115770156e-06,0.00146548800062806,0.00554761794054959,3.4523548203348e-08,0.00359700546935386,2.20786354918816e-16
"X111.2",0.381078937812129,0.000295954319799883,1.02787490912476e-08,8.79127479207021e-14,3.83309222478426e-10,0.0115372804815719,8.31616152170557e-08,1.65526161504689e-12,1.39507312323926e-16,1.86785994745574e-14,0.0434124101130825,0.0169305094834552,1.37970477129965e-22,2.26786199948927e-23,2.04354300498377e-11,0.102776923158704,0.0406251550525799,0.0116838222279748,3.69614748933865e-18,0.00442708358075077,3.80258877472781e-16,5.64825745904289e-25,1.07971790137766e-13,0.0116785070339422,0.00392403454660124,1.32156511907589e-17,1.84897048851451e-08,1.30456489315804e-20,2.43460905466919e-18,0.0343758795700784,2.82381047571485e-23,2.20442130787674e-11,0.0186217745361948,4.52695809484445e-18,0.0695849534703213,6.59143445219386e-27,2.14603910338015e-16,7.60975727517746e-16,4.09897296698167e-19,2.22914393979951e-26,2.3103496802028e-09,1.44982311938132e-24,6.71656575787092e-14,6.94671020742651e-11,1.77447404257301e-16,2.84403767681407e-24,2.21238147574259e-10,0.00448493334147727,0.00838200524493945,6.52178598393238e-14,1.12562035611207e-07,3.72073401147062e-14
"X105.3",0.299651056138413,2.36016571281933e-25,1.98988459135796e-10,2.00333081372513e-12,6.57838935801898e-09,1.27893987194708e-08,9.05426885452526e-13,4.67579574867533e-15,5.52374904451694e-21,1.5726707141983e-25,0.165841537858303,0.0148309215623252,5.93086332883838e-11,6.3494089105153e-21,1.27347588662039e-25,0.184389035215091,9.19759056630584e-26,0.00130777812976516,3.8454179380466e-11,1.09397454488897e-12,1.08211580978194e-24,2.62932080303282e-19,8.59444721104173e-19,0.0202505678411015,1.04958749961006e-12,0.00118961567212724,1.07021507715025e-21,3.70286322445574e-09,1.42676798248008e-20,0.0249058012624988,2.43512687696477e-19,0.00275961422140459,0.0147451176406815,5.8913134053905e-06,0.00936454082049844,3.56387333147473e-23,4.04794425737702e-07,8.36482480830246e-13,5.42147454594455e-05,0.000834498766114416,0.00559269789580736,4.10450856308432e-16,1.50044163036224e-14,5.51748959107665e-37,1.87122966062207e-11,4.79358987329334e-43,3.04937728450875e-20,0.002506064842418,2.38158294422978e-08,2.25732627237982e-32,1.61139270916464e-10,3.58492655229683e-07
"X63.2",0.128102747157838,9.09969066798536e-22,4.35770387707389e-12,7.9464543708432e-26,1.10329345111059e-13,2.03005759734444e-25,2.91314172022238e-09,1.76240886866848e-12,2.80992718412444e-23,1.51001757482331e-23,0.325007444185232,0.0046763181631661,5.67331674789669e-11,7.99339790517424e-10,5.86917614846165e-07,0.201255683098449,3.18120882743416e-30,0.0478212208552874,7.9163371709482e-25,6.18994540261176e-21,9.095145108051e-15,0.00251917330634815,2.22823221434777e-20,7.83694752545765e-05,8.91305388993522e-26,6.75563199496987e-20,8.92089658474036e-14,3.02678301893746e-08,0.0032302407547177,2.63777848448598e-13,9.04681932109875e-05,5.96487125410726e-07,0.0166133081529533,8.35260070034689e-19,6.70062133929801e-21,1.48666278663418e-24,4.17511663559387e-19,1.69163232351773e-16,7.86387971081955e-08,0.0380948582088617,2.83892591317624e-07,3.67693460489187e-16,1.9238114768781e-05,0.00157187790983402,1.55225284086483e-16,1.2190043580171e-34,4.41663773526321e-18,2.44127507211059e-13,1.12363304825986e-16,2.65530783686193e-17,1.19031783604872e-19,0.00637163693341036
"X73.1",0.0241786118264301,3.81530732043463e-10,0.00568621479347429,5.22791180963447e-31,2.18115278825183e-09,0.000948372251585313,2.82499225386883e-08,9.81703154246642e-12,2.34961382757337e-10,0.00644159885050103,0.402473178772478,0.010021373197619,0.000434215919222752,1.33836797485786e-10,0.0310848074236111,0.119140841331915,1.78789539441186e-16,0.0658551924782359,1.00693154328619e-29,7.48101740881993e-16,1.37887303195881e-19,1.06186795735903e-14,7.88217512644358e-10,5.12082925856187e-11,0.00752454204671425,6.05565236088704e-28,1.70964629352469e-11,9.72336219446617e-15,2.7376103341573e-12,0.00556887890070278,4.47197858890619e-16,2.99664061168746e-18,0.0170745213679586,1.25837587549608e-21,1.52106969983218e-16,0.000357098527371937,2.04806370307725e-22,1.01831776087094e-13,6.84996036587354e-10,0.0277040641169104,9.1822105994983e-16,1.00900366131655e-14,1.40318521835346e-11,0.0970541449399399,1.21524182823705e-17,2.88055673991094e-27,2.66592258766361e-13,3.84531564122701e-20,1.45772485343555e-40,1.27992018835534e-17,5.64560331793853e-19,2.20504872109004e-11
"X106.2",5.23710593749351e-11,0.00887713999950902,3.41206105907407e-18,2.76247333998082e-07,5.13502510592219e-12,0.0170864893379209,0.00960036832632346,2.930379594968e-09,1.63477279798595e-10,0.0202942061182784,0.356392639690583,0.0167718652377078,0.00251234313827461,7.48842051925236e-11,0.0110112701965482,0.0159319162474853,0.00788097764941023,0.0293550031192761,3.55282102480864e-06,0.00158823983120665,1.94652290283174e-16,3.44528715330779e-26,1.96061296887976e-08,0.0072291657090249,3.01500906622961e-09,0.000481578887226476,9.28210704527943e-08,2.90214798044567e-09,1.3937553699518e-10,0.073539005767065,5.00618100809416e-11,7.07975800619687e-14,0.0168552235179369,1.79591660188432e-06,0.000620646398786242,9.68185564671554e-06,6.24764764974613e-13,5.46204130617353e-06,3.84220071107487e-15,2.98152866006107e-18,0.00296460539009907,1.19750597018274e-18,1.3540438595704e-14,0.23584002261971,1.87284975040635e-23,4.59172748913992e-09,0.00280780899824724,0.00438137749434827,0.00252976959344585,1.30344909489912e-20,5.61758138858744e-15,4.91632962957441e-16
"X127.4",1.06273789546958e-17,1.10015008051823e-17,1.34947000231489e-35,0.0244043009165244,2.41970425042925e-14,0.0154402126081319,0.0174913182687365,2.09515312694203e-08,1.963471561885e-18,6.03112256358043e-11,0.212598296875672,3.68920145957894e-09,2.38730301858399e-23,1.11714833924829e-08,1.91367208875397e-38,1.85864163602908e-36,0.00434627227960021,2.16825427324032e-07,2.15399439729561e-06,1.33647298325816e-06,3.08911762262548e-09,1.62614611645806e-12,2.93591609864007e-25,0.00182891218675944,1.23948069320068e-31,0.000523976672835196,4.85473520356736e-15,8.6410723509324e-14,2.08058729920127e-09,0.252497199568235,0.00149235031398562,0.00515897527283855,2.90813493778036e-38,0.000810958725748079,0.000110912740112948,6.1091512386424e-26,7.56850175743007e-21,1.85390145203335e-10,3.21910663738581e-05,2.00952675579185e-23,0.0119909248587188,6.67876782112316e-16,5.45783782725746e-15,0.253247077687084,1.92115923986493e-12,1.97890316675391e-10,0.0086474603998053,0.018903279787956,0.0302513448061041,1.92056931456558e-11,4.25464429399487e-05,1.07171095780152e-10
"X64",9.56643624754756e-08,6.07275137664756e-14,0.000106360277607999,0.0329039965982504,0.0136064489762258,0.0159248115221571,0.0090599500979584,1.67134943950483e-13,0.0476505247586989,8.65732504235905e-12,0.0949588765526154,0.00014414684689943,2.71428137465347e-14,6.76382350425664e-10,1.05080649926184e-09,2.94783978548789e-19,3.87583919668818e-12,0.0207479636571373,1.87505616787479e-11,3.80940065913592e-21,0.000753628346359724,2.43539558157832e-09,1.43194427993641e-15,4.22629472478463e-12,1.09306746552644e-27,4.81114575385104e-18,3.55297413315326e-11,1.71260027693424e-10,3.70992907831959e-08,0.404411952803894,3.80300190980749e-14,1.40871184902507e-11,0.00856491655477622,2.69325381489151e-06,0.00109788604880383,1.90353430384808e-22,8.76162101753014e-18,4.19151802768e-05,5.87353761651212e-19,0.0415735670326741,2.4648044374135e-07,4.61084040306864e-14,4.31552459442139e-12,0.156361826610836,0.000175232285023888,8.08408799231076e-07,1.5520770613861e-05,0.0175153153249539,0.00585017262037148,6.36622056076108e-15,0.00615311117524075,8.11480243826994e-11
"X83.3",3.53890848772731e-07,1.22332052567174e-16,0.0156356933082814,3.75245532870396e-23,1.20765804932026e-13,2.24410049311196e-14,0.0161671123821626,3.71050057278868e-20,0.126590721240082,0.000563702802346586,0.0215448632843024,0.000172698596429939,0.00515003373114126,1.04327536540382e-32,0.0241173084227036,0.00959971200577565,8.61107453336771e-17,0.0717913335790591,9.83273518655406e-19,1.7105448791655e-22,1.14047729044623e-08,1.32535239445103e-06,5.36926731730372e-11,4.2037723838909e-07,1.43494347807247e-12,8.84249512010939e-15,9.10386785650436e-16,2.68336579585614e-08,2.55757861748859e-19,0.410955509079245,6.77688081716456e-22,9.53890124203718e-22,0.127555410367447,6.27649219077922e-05,4.39583877382675e-12,1.39010519270131e-14,1.57535466755882e-20,4.71990980668073e-14,8.25539309223392e-29,0.0226555216091397,2.02386999610977e-29,1.4859525038593e-15,1.38538982424863e-14,0.0316335828687521,0.00116420010711078,1.43365028500955e-12,2.16549679882013e-15,1.35408570905664e-11,3.5460399600929e-22,3.17308430402605e-19,0.00117686975205553,4.43095950021462e-20
"X176",3.56092215423939e-05,3.056320540104e-13,0.00337524486642071,1.44053474540268e-34,2.22724616129218e-19,0.0236727345302809,0.0366873128580809,2.02269671510896e-22,0.0991210805277648,0.00741387407807651,2.67955823510643e-05,1.26214837568242e-15,6.55338873610571e-12,6.58013114619913e-30,8.09594557772729e-26,0.00542383103985053,1.30018762792656e-18,0.10833501151903,3.54774847436254e-24,0.00425550013618033,5.6068604764207e-23,4.35023101387126e-09,4.41880292540547e-13,0.00751152059711137,9.81587898904696e-06,2.98865626936381e-11,1.39950870052776e-13,6.5308966023576e-09,1.09554147316974e-19,0.268645102650765,5.52403431575131e-17,4.66989780724307e-08,0.32210130664344,2.11681265267934e-07,7.68034307849064e-09,2.67492003202968e-14,1.41439008754236e-09,2.99072962060017e-09,2.5143896578316e-18,2.1007110858297e-17,1.22402421433769e-24,1.68027940823402e-06,3.96771014589577e-11,5.25069482611709e-06,8.13937873737295e-08,4.53855030724032e-37,2.57647066540907e-18,5.71695191718374e-08,0.00622657008044052,1.43682776808149e-20,2.15787089533356e-24,6.89092117109163e-14
"X164.1",6.85388924318334e-10,1.21329236083564e-17,1.02913968427947e-12,0.0170511365013153,0.00326260980188492,0.045295034865997,0.0520511547637365,3.19624601664684e-17,0.0200448166045817,4.04068070012075e-10,0.00736778280013944,3.7140436592304e-19,2.86646658843862e-21,2.51961942206876e-12,2.50792314558503e-15,5.51021987291862e-22,1.0281422590594e-13,0.168269655743712,1.15615864163495e-18,0.00185945811950106,2.53262650293714e-13,1.97592435536031e-15,1.18156525335277e-14,0.00873523885557778,3.52834505320394e-14,4.31946072411351e-10,3.02409441897255e-08,9.11633937707396e-16,3.35668345003941e-08,0.1256195391791,1.29303973819292e-06,2.73176803749169e-06,0.41327045272393,3.24292801422357e-07,9.50685449000869e-09,1.1030879842598e-25,4.38664847341226e-12,6.93297968005283e-10,3.1961492395353e-21,7.01578161658218e-32,9.72971629071628e-08,1.58134069092055e-06,1.24877166046615e-14,2.29147529835509e-19,1.93792726315141e-20,3.89476771562923e-23,4.73768239256929e-05,0.0470532381107035,0.00390599925479841,7.27591652548944e-17,8.39105411773434e-22,5.18737816537594e-05
"X113.3",0.0057266698861937,5.38745715859026e-15,0.00137002736211327,2.38748498709606e-05,0.000208947968654914,0.0617483242736693,0.0405819685468484,5.89494631503846e-15,3.01446208576795e-18,2.55779347776901e-18,8.48701594406049e-07,6.95580318020086e-16,9.60685416940012e-06,6.56971687708984e-25,0.0171180924083748,2.84238774510039e-18,1.99481101342202e-11,0.272659846037504,4.89287806101723e-06,0.00705951755370485,1.98897479514224e-14,4.00382773109217e-13,3.00825114379677e-05,1.8554287774825e-14,4.41484594165565e-10,3.63115715648797e-11,5.02174166925054e-17,6.16708709076649e-23,0.00302546955590603,0.0413135447467125,0.00137305666775842,3.55259435974137e-12,0.279389482448088,0.00178931497180081,5.4982464523229e-10,2.29137276785245e-14,9.30378028927913e-22,9.67641759674404e-16,3.8073674070345e-24,2.69594662603185e-08,9.69475132330426e-06,4.39632699490234e-18,2.67821597900517e-21,4.79200459740673e-16,7.00829969038175e-09,4.73553587482651e-16,1.63335906361732e-07,0.193143817693045,1.12724650358837e-05,0.00117216341724401,7.31756565320934e-13,2.01358108011066e-18
"X134.1",1.27164424280998e-09,2.30345507464872e-18,2.0752058846308e-06,4.41066190769249e-10,5.50759780340558e-17,0.0544816132468807,0.0252905900537386,6.41413330776022e-33,1.84263624606292e-23,1.62500084433173e-07,0.0127845835749126,9.3405041482589e-08,0.00201288141848334,6.13597188819635e-35,6.26324922169653e-05,4.83390110255789e-14,3.57793206465084e-06,0.346590137819915,0.0088678902525826,0.0121407226351498,0.00441900695914355,0.00175450230029419,8.82241637868951e-05,8.49751832244687e-11,0.00126773964286581,2.46196260069689e-09,0.000111439002905429,5.35795479734802e-06,9.10810781588929e-10,0.00433724079672862,0.00457193702611743,8.45723081640257e-19,0.0908190948070322,0.000536444932501287,0.0045933462144109,0.00282606654806381,1.65595525671782e-13,1.35255667586214e-19,0.00822549413628505,0.00601237745008448,1.54292671270535e-19,2.74700918657736e-26,8.01913970357271e-21,0.000879730203562416,4.08791752596073e-08,1.11807467346614e-22,4.38512683228157e-22,0.326506406810392,2.40420658977483e-13,2.44348049862971e-17,6.94326177162076e-11,1.09961941918152e-26
"X119.3",8.51996262079833e-23,1.09064643347838e-24,1.74051148671389e-14,5.75550031268291e-12,6.09288281889256e-07,2.7835422421357e-17,0.0190532860397208,6.95104421506218e-29,1.55799311978979e-12,0.00728347682737295,0.0167335958098861,1.37496440189524e-09,0.00166099710180328,3.2314796788783e-20,3.27723441509517e-29,4.94753584320551e-17,1.38045499674187e-08,0.329081212669586,1.60545239628734e-19,4.29564219971108e-11,1.57968574830162e-05,0.000721023519554867,3.99335300308895e-06,0.00102087764989288,1.17727747171441e-16,8.32540555690963e-14,6.41495669890683e-05,0.0307275264046369,3.5827486395345e-32,0.000664917507299027,1.29287073193291e-09,6.94005733749849e-12,5.0705702983571e-13,1.73762906236448e-07,0.00285476347302304,4.50036396531899e-13,0.00826250865011343,3.43915161559467e-09,0.158292338375421,2.42218424662221e-07,6.101941439928e-33,8.12361073077815e-17,6.84790967158257e-23,0.00943027917151092,5.86567259257537e-05,2.75290702045972e-19,8.80527866815071e-19,0.328981270354438,0.00092513359844626,8.27520890286625e-31,0.00921064245206293,0.000101119956601946
"X161.2",0.145656065813505,1.83951929050318e-27,2.75394483913362e-37,5.8088332053077e-30,7.22232263760092e-30,7.1299115543551e-53,0.17979661584111,5.94500716591243e-15,3.86395783066495e-29,1.9512087049285e-42,7.84796168951209e-33,4.91658691009573e-29,4.73713541772669e-17,3.37145358553882e-06,9.45042078184739e-08,2.88033454560466e-34,0.275613558344505,0.131961056012946,6.78602161290345e-21,7.97068395057936e-26,5.00348036222343e-05,5.92698623241683e-34,3.96264522925725e-31,0.000562528841890965,1.75180236242604e-45,3.39111814210778e-09,2.94852020635016e-29,6.6169951786501e-29,1.16398780615998e-46,6.75783367151547e-27,6.73682386156288e-20,5.958813750274e-16,1.55986880058092e-51,4.31363741189446e-22,3.81738817115828e-67,2.03595693207805e-27,2.3392563825213e-34,3.02401744829185e-13,0.125887759475789,3.46788098077369e-22,8.7734053219753e-17,6.72472406988747e-29,3.02649678763089e-28,6.06042389468339e-42,4.65940310571134e-17,0.00525464362286071,1.58713684101332e-23,4.61171723866133e-33,1.78048907853208e-31,2.80578584890172e-26,1.97711477772944e-32,5.55601381750511e-16
"X143.2",0.241941501444339,8.67619642780459e-18,4.66920803019038e-38,3.01485558896927e-37,2.18787983053637e-31,1.3666296462392e-06,0.205138584903659,4.39855693969421e-06,1.94992309812432e-29,8.59730360261716e-20,1.58564932126255e-31,8.85474975707849e-24,0.00056078354849544,0.00888591966885811,5.78422587346123e-13,3.40572915220251e-53,0.24123173154757,0.111025451573656,1.86862054160533e-31,1.02542062518685e-09,3.0564578172502e-10,1.54360191894306e-10,2.71859013080558e-07,1.17407548540407e-41,3.23763217346336e-26,9.34316001917282e-08,1.48702792258366e-21,2.11981396631267e-18,2.7426966629813e-07,1.93335470711866e-44,0.00180950196764898,5.46837699926414e-12,4.38606797733462e-48,1.12405727326893e-24,2.15169882974866e-20,6.15902722304914e-12,1.73972338749641e-16,1.12198870894307e-16,0.0080091234517552,0.000398440273858254,2.04474660045877e-20,2.80242686783556e-20,4.858296513162e-28,4.55775224985112e-17,2.62648550543026e-17,0.00528865714895726,2.81842751943863e-23,3.68735134160513e-33,1.51662965255118e-32,4.37189218694344e-22,3.49189581270965e-27,7.30191959777803e-20
"X165.1",0.333923700609252,9.60802033200158e-10,4.58791069451988e-12,3.95116713086884e-17,5.84474527825513e-13,5.91273896550472e-06,0.232285870626485,1.5122999642136e-07,2.91796920122354e-12,0.00553568792006835,1.392503434446e-18,8.33379087862998e-17,0.000173389690567136,0.000732368214033996,2.16154918042496e-08,8.95665410035141e-39,0.12873781847788,0.0706618672035967,7.97719212961289e-13,6.90975492386158e-11,9.39297817691833e-09,2.44930054617021e-07,0.000607716483426514,2.19491551654937e-25,2.84520542675851e-17,0.00398171327906045,0.00032317579854506,3.14609411522589e-08,9.94848384871503e-09,4.18415957156822e-27,0.00151316914104029,3.42714327153773e-16,1.94649795917365e-17,1.60189066405506e-12,0.0115368233156275,1.27839594045793e-10,3.03398518446926e-07,1.56766602127103e-11,9.21340482717014e-11,0.00626067346597059,0.000114118853909503,2.60850144920359e-12,3.61381752494132e-09,0.00338296109219913,2.60556017576152e-18,0.00453364501963742,1.71244586227599e-08,2.90455013193586e-15,9.16944240089248e-18,1.40706222080177e-11,1.67653581197702e-12,5.60616842520012e-16
