"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51"
"X89",1.36821706393878e-13,6.69336775053386e-13,0.0806173124070365,9.16891390640899e-24,0.0321170069222812,3.01117887970147e-13,1.24992176372832e-06,7.6329451574454e-07,0.00173858175615258,0.0460586497537878,0.390191892592001,2.85451907137643e-21,3.31432600698158e-15,0.00769165518479941,1.29503991375755e-23,1.00836992266509e-10,0.0744478864105074,0.00752867571799433,7.1864900356549e-08,1.17547876632913e-31,8.01387921282606e-14,7.71783900691875e-47,2.55727279101275e-22,9.16474656494328e-05,0.00303253676442564,0.0874910999526318,0.00011741479911026,5.59097300866883e-32,3.98970712388044e-13,0.00232120390993469,1.27600393288573e-12,1.29711521143127e-21,1.37510087574387e-19,0.0843694622254156,2.70736548719442e-13,1.86300605336703e-15,4.4820927748682e-24,2.49741487865643e-19,0.0044959918602374,7.48894108818793e-08,1.57479358883532e-06,4.37326324741969e-29,0.0336683171824098,6.43858815416057e-31,9.11410902765025e-24,1.35741851352897e-13,0.009514182180231,3.35682841504348e-19,4.97552670346777e-14,4.27495975219588e-18,4.57622204653825e-15
"X162",9.92458947634946e-10,3.71827044090972e-21,0.0143329919847943,1.03905085121247e-20,9.82068808772711e-32,1.20916265979001e-21,0.000147495496092468,0.00747437707557509,1.28943016522151e-24,0.00957707011746005,0.361355999164972,1.96641289611063e-28,4.10220974979829e-13,0.113459290574765,2.57258028109215e-10,4.46496643552218e-19,0.0929575312694048,4.34680806103684e-10,1.54943064478762e-11,1.22522384622576e-16,2.77729543941661e-14,1.16291638551043e-28,6.03233623877928e-23,4.09005005236983e-10,5.40175079632598e-08,1.41703519525344e-26,1.29924112749287e-16,1.25673199238562e-17,2.24756476887693e-08,3.66958547158198e-05,2.78866339221913e-21,2.629326387906e-23,1.29747810075848e-26,0.166203634956058,7.66662555570388e-15,1.8638957789592e-17,6.56790539194739e-12,1.92157013999039e-13,1.27052744015465e-08,0.000364376421163934,0.038537285782712,1.63333117001244e-06,0.00194017296694859,6.29619152963635e-22,2.65189775776575e-24,3.51266737991992e-16,0.00665988395400311,1.76307428988056e-12,1.18054985017233e-09,0.0122488945864024,8.48604487183191e-16
"X152",1.83974800049276e-18,3.15852563095341e-35,3.05233414631405e-52,1.81003986180327e-20,1.2898275812357e-57,2.37406117378285e-26,1.06147106933887e-12,0.00014354517117674,9.90552753286137e-38,1.10287415536778e-30,0.265124558330047,6.44388750641867e-19,3.46208620897155e-18,0.254830739334718,0.00404973495904106,1.70897372946638e-10,0.0843871374004035,1.0978166081333e-19,1.16359366117985e-32,1.6536627340642e-06,1.39459365812889e-08,2.15031735264781e-17,1.53374923821845e-17,6.15324379259345e-21,2.28557547760252e-36,2.17265007619139e-67,5.73582486421746e-38,9.39327632012329e-17,9.56573788138986e-07,2.41164200278398e-17,9.35320952642737e-17,2.90605549765967e-30,3.77861407830425e-12,0.0861522502242933,9.93562830749208e-13,1.85347939451479e-25,0.0455623810470563,0.00113009161545945,1.73634450319075e-39,1.70567546164879e-10,0.0419992466515485,0.00684455602359306,1.22562839058323e-23,2.3580862545841e-06,6.34203492293025e-10,2.84504924009152e-17,0.000329556319125672,2.41390639526321e-18,5.67718984972421e-18,3.64222492136261e-08,3.10583217055297e-24
"X118",6.67724443485947e-14,1.9964748077894e-15,3.75948215408193e-13,8.05308044508379e-08,3.06234748885605e-22,9.46385950411708e-10,1.91272214381209e-11,5.9892574930355e-05,9.13051617165258e-07,1.09170528881286e-09,0.1366542065079,2.37360133515702e-10,2.96321751818635e-09,0.387092589817805,8.9617336362035e-07,6.50882925383994e-17,0.109370386444874,0.00307248571746508,1.40371287974234e-19,8.61455180539802e-05,1.82963810474575e-13,1.72958008300548e-15,0.0313597857713737,6.33811768880504e-09,6.84765105441641e-25,2.82796344211129e-19,1.11882936934377e-13,9.51720883036658e-08,7.77006048361458e-07,4.51989669138915e-18,4.19360445623683e-09,1.705327731175e-21,0.000912384825884418,1.51285296513584e-16,1.52318005437512e-08,4.08852573252814e-17,0.0590374393607787,3.31043417910232e-08,4.1090527983864e-22,2.77679783558901e-06,0.0279754758460476,0.00402203014976742,5.30271306774316e-11,0.0115212961267139,2.69287234974841e-11,0.000146204173578343,1.21692465957077e-11,9.20466862490821e-14,1.97674519714772e-07,3.33384144755805e-25,1.08058135964147e-29
"X122.1",7.72376599389809e-13,2.74515018284468e-35,0.0437292177055054,4.5026878169197e-15,0.00630679300074355,6.7069166769304e-07,0.0158590320220711,2.00560307729799e-27,1.85331613082979e-16,1.38206108195331e-22,0.020037232596555,4.08792675750716e-09,2.75366165205e-18,0.369699157125171,3.59127648502239e-33,2.04755289680762e-18,0.128555366853277,5.58775128626701e-07,0.000410423415131588,1.75763954538883e-29,2.34358888056835e-18,4.1705881678657e-46,0.0369515128932412,9.45543355493291e-13,0.00819127480197133,2.19476240479779e-05,9.0853693832268e-07,4.39282150360332e-16,3.66370311467191e-23,1.16429781139654e-13,2.03328226469768e-09,1.04893911071607e-29,2.53881252079201e-12,2.8247731264092e-42,3.68475034042267e-27,4.61128258565538e-06,7.35432014994238e-05,5.46823442121371e-13,0.00428475586852959,3.08848080308575e-08,0.0151224358815253,1.24562986112632e-30,0.0943633831822768,4.02679507607418e-36,1.20988758000404e-21,3.02664288192048e-38,1.72468880744811e-17,1.00911508928852e-12,7.69728007313514e-07,2.85682008726985e-30,0.0404854066117327
"X81",2.53529472561161e-21,1.74840047287434e-28,7.12698055630231e-28,1.64645530498333e-19,7.89273371478324e-09,6.90885866553053e-18,0.0219394243901345,2.96880045298928e-17,4.50443233688961e-46,2.26971433586883e-41,5.68905008580956e-05,1.28932923844875e-27,1.48280211984732e-36,0.242579974420187,7.30000792308828e-29,3.64292197762789e-27,0.123846186090221,1.62838051931209e-22,0.025837342766369,1.44279282216576e-39,9.98499174667386e-25,1.23471776238675e-45,0.00134636477575872,1.36334529430131e-14,0.0278023422332657,2.64311213721081e-06,3.50925560426708e-22,2.10179170227476e-30,5.86075241961021e-44,1.96608186952077e-15,3.95456896840216e-29,7.6622358483724e-27,1.63360031349759e-31,3.54770537706022e-37,4.0108024323851e-30,1.19758860841695e-06,1.37424559820953e-47,8.96867839970204e-23,2.09013130695588e-07,2.84213415919178e-26,0.00463677433474076,7.09587540726244e-19,0.238379514698991,5.99163091282555e-59,5.04283914759659e-21,5.72582267815363e-30,3.11205561852137e-25,7.24642933663724e-26,7.03042664853383e-13,6.16195043486336e-17,0.0758483153128633
"X62",5.20096168156645e-10,9.79415228242656e-12,9.33921266589239e-44,2.40972886364405e-13,7.89233585571891e-22,2.53841843456583e-21,0.0114977498486403,3.37081633998947e-07,1.06922285375577e-15,4.63292038309027e-35,0.0185746051447593,1.00131393282215e-05,1.21042454626132e-11,0.0904418455989023,4.71100974924352e-10,6.91894864031698e-09,0.0960041744929477,2.69354865105729e-21,0.0201320524940473,3.3657577752262e-12,5.81832667381183e-22,1.00142617732089e-15,0.000397249285311895,1.24625678938799e-08,0.0369108263953988,1.47337366081965e-18,8.22661455348747e-22,1.09549982171678e-15,1.98321705026285e-19,8.45823934450125e-08,6.76263109501575e-17,5.66258974077657e-19,1.92639879172024e-14,1.52650685535282e-25,1.09438894150153e-18,0.000623873074424042,3.70131109061558e-14,3.65410674606786e-12,5.32526675109552e-28,3.50078959861278e-07,0.0059524995584421,8.46903731959719e-12,0.390280992335907,0.00299662534949586,0.00151215378195193,4.35303865499288e-06,0.00804936172157979,6.29096519694479e-27,0.00808342607002861,1.16575992004297e-09,0.070689657997285
"X100",1.12677699127443e-08,3.57554536088748e-27,3.81166766051535e-14,3.78579490730112e-20,3.14205531571798e-19,1.04488109275599e-22,0.00104387936197744,1.5993436937216e-21,0.000111446611577797,1.20130219824587e-18,0.0324547738311699,1.14721682601275e-09,0.00457129600513705,0.000808208840611946,4.17631087057802e-23,1.94381067957616e-12,0.0561143160896842,3.33464297043551e-05,0.000461922031951035,7.3367688074032e-06,3.85196517970387e-10,1.07256005261299e-17,0.00143293910582862,3.96671769326213e-08,0.0192771446615883,2.04688452618938e-09,1.09265444093833e-11,1.33878706274477e-15,0.00355375585189075,0.0107916655972976,2.5572400692106e-06,2.64788299143983e-20,5.40275694426411e-14,3.30090806320979e-18,3.79573065270715e-16,3.80223307682618e-14,0.0175290137224816,4.16884635928125e-15,0.00125565993534019,0.0528413971109005,0.00315439094312988,1.12070436716139e-26,0.388997543867929,0.0563017750966994,1.85775217985567e-11,3.17953422613173e-20,0.0133481593076174,2.05715273931838e-06,0.086635845272451,3.54318844459789e-14,0.00618452802550702
"X110",0.00349792491239788,4.99040466160106e-21,0.0256343372603876,3.75998159154371e-23,2.62159210973921e-18,2.49968004115765e-18,1.89880492322757e-23,1.14610196845912e-40,0.000267094090027521,1.13648191206216e-07,0.0389211012388038,8.11553604404476e-23,3.74888223170443e-14,3.83716197153244e-31,1.5709835225826e-28,2.34328330416074e-06,0.0103706030968595,0.00784841549117759,2.31526709770851e-29,1.27209742885006e-15,2.09243513960169e-14,3.48803833680435e-26,5.14257212506302e-06,7.92444620189855e-24,6.00176983152814e-24,1.34635047803171e-08,2.57848469625319e-06,4.36741870766842e-15,0.0267438427941203,0.00479205244354293,0.00210675404700311,1.02391263249978e-08,1.53673459146469e-33,6.30463469291477e-32,8.95203880987978e-20,4.44804108881916e-21,1.17589603242025e-11,1.32314938096876e-25,0.0121916088156067,0.112204940644716,0.0113314603243145,9.29643289349753e-05,0.259785759026522,0.0627628361996039,1.60543795275169e-25,1.2050361072593e-34,6.70740205716114e-06,1.32369681331641e-07,0.196119385517568,5.83024522194378e-12,1.01137375226648e-39
"X28",1.05349910674176e-13,0.0742509050395979,0.0304241408951527,4.60549096826079e-15,0.00273106205858288,2.44052896173794e-13,1.505061512494e-09,5.18701385369362e-17,6.14564665133829e-32,5.56149634631923e-22,0.0469531061147503,5.44506675266488e-19,3.55139458655192e-09,4.63331255147755e-14,2.05356135745328e-14,1.89695041985373e-11,5.57078369252887e-22,0.000321695018001047,1.09171261225375e-13,6.41166400964221e-23,2.67907726856624e-24,3.7648580196133e-33,1.40788695043763e-06,3.02769896072968e-17,1.70521873696455e-31,2.96710641596324e-22,2.28257516366142e-17,7.40668750382531e-13,0.0250857483657396,1.04642047319232e-08,2.36868469783509e-06,3.57382458328023e-06,6.26718407702916e-25,4.79147989779045e-24,2.06152725108109e-29,2.7847659189095e-12,1.85536380338256e-21,3.09507174415361e-10,0.0130879369244924,0.153468731632105,0.00793759211819085,0.00217030365528696,0.128247519129799,0.024755635234611,1.11041767065864e-17,5.54068462873446e-30,9.02050001955577e-13,9.98132900263004e-14,0.291281928186139,1.38697514147477e-18,2.67911447158426e-31
"X103",8.14235447730001e-17,0.143077653842567,0.000348594524214639,4.88644974363404e-15,0.0167546471875206,2.28020685363835e-11,0.00816518974029585,0.00355132844600677,5.18199053795929e-28,9.05159301796112e-21,0.0307032689154511,1.23455226283472e-12,3.48820231379438e-15,0.0142302267378275,3.47701792940986e-18,3.01723077110771e-27,1.80527017992829e-19,1.15660396568546e-12,0.00124935638899228,8.12065801976643e-13,1.5229010823795e-20,3.551976222825e-38,0.0126763167067313,0.00269536877208964,2.10476477491374e-12,4.77586015287855e-25,4.60192785366108e-11,2.38460648548848e-12,8.03480784795909e-07,8.0267829665906e-14,1.73744636325027e-13,2.60421798238888e-21,1.21383681535836e-08,1.36952450821084e-15,1.87228786866218e-14,0.000202744089041654,1.13706074925365e-23,5.23734807186031e-09,0.00214522807247143,0.147350230503373,0.0025401748585964,5.66853652176137e-26,0.0335107574630268,1.21359400764228e-18,0.00268251586735394,0.0426784868999558,1.69966489133599e-08,4.80697664181958e-11,0.349643979296569,1.21751845682113e-25,0.0010531777338198
"X150",4.80390334878344e-06,6.34360377227938e-16,1.22429074531866e-27,2.68006343696707e-27,0.027970902557128,8.32981465953323e-14,3.83042252033823e-06,0.0046561755291863,1.19772023800396e-12,2.44348165913871e-06,0.0208534314107489,3.63439064487934e-09,7.1765376287359e-21,0.0196081399107545,3.82248815816706e-10,9.20230252017969e-14,6.66803691678509e-05,1.06111372204796e-12,0.00275825088942821,8.00450753108517e-10,1.98130715909687e-10,1.93939488290368e-24,0.00088655469289344,8.62249438125637e-09,0.0366192576670646,3.10599008662373e-16,3.68101111062088e-15,1.80800893388656e-07,3.70455693222307e-20,1.00492703670572e-16,3.19590129476331e-21,3.06741963399076e-17,3.646007281947e-09,2.20442070916138e-18,1.00758906841734e-07,0.00114350722038148,1.6498252571463e-12,2.97887233177961e-11,0.0110998428917302,0.0968458845093257,0.0135526355711975,0.0118516947588537,6.92657026573057e-10,7.38815644860458e-28,2.90724331072988e-12,0.197908982166364,0.000155164891226387,1.50390870245824e-16,0.322150199843325,5.18931234730013e-25,0.0390431845984824
"X157",0.000760903094582471,6.08220641497871e-29,8.59736695857774e-12,8.36658273488523e-15,0.250402419419735,0.000457035236640989,6.34966906110528e-17,4.24551884997106e-22,3.21198305495785e-05,0.019748873011323,0.00251290173851743,4.66657722955919e-16,5.29951017040138e-21,0.0165920801189607,3.0191443759652e-11,6.5022726075105e-12,1.78677202776451e-16,1.16386601750055e-18,0.0127667800174798,2.53550343987898e-14,1.56900782380337e-17,3.77947203005817e-18,6.50269455141252e-15,2.92848639724203e-17,2.05017540895085e-16,0.169760521259502,2.81961467808552e-18,1.35623697603039e-15,0.0028667262629173,2.40734535675448e-14,2.46597426612686e-12,1.02276293637974e-07,1.82464369891086e-14,2.93337882110065e-09,6.90269290146447e-05,1.75080190929788e-27,1.12262456098216e-17,7.3287143913924e-13,6.60906861460472e-21,0.0252656054945927,0.291225136823618,0.00502771298489465,0.00427994839452297,8.01307736731047e-12,8.24746372463125e-22,0.117706085982864,4.41143384215654e-24,4.01170752865094e-10,7.82365286505656e-09,0.00273012776383582,2.82425281304598e-16
"X104",1.57242653081554e-16,0.103719112061964,3.93927374301838e-37,2.72568041377746e-13,0.220972808561145,3.20504729631464e-10,0.0025796900769101,0.00173125190631668,0.0184030485336615,0.049689451636267,0.0431155150934039,2.59931040239845e-16,1.69240833762825e-13,0.00631893855371244,1.2444726125356e-16,1.10900850114361e-07,4.54511438348381e-10,1.74620852094842e-14,3.2830150326361e-11,3.35141082759439e-08,8.55878095396295e-23,1.32007388038582e-11,2.57941872356203e-26,2.28262087929326e-36,3.527906777452e-13,0.271149148005801,0.00189752325587232,3.15966625614553e-07,2.66855779895253e-16,3.37322888643395e-05,4.94879566523285e-07,1.36073133320478e-26,3.30778470523494e-22,4.26733710306412e-21,6.09917053365565e-17,1.5497130545336e-11,4.67146193207364e-18,0.00328782994801182,1.42064100327882e-05,0.00533120200588384,0.177728310386795,2.03220656818217e-17,5.48292921780634e-05,2.76762094781834e-14,4.20540591102748e-19,1.22560707141562e-11,4.38135884377899e-08,5.32283062164266e-19,2.71074123485807e-06,0.0124631922570819,3.67653718401645e-24
"X123.1",0.0170161413445231,0.0305780098035803,3.56196665586842e-06,1.28675052954716e-05,0.0915672650584781,3.58275941232548e-15,0.00560410149558343,0.00645707924036746,0.0321806106786543,0.0308706280760011,0.154911887544773,1.93885166227862e-07,0.000135469681533527,5.79989175098013e-12,4.78764259177956e-13,0.000329902826432047,8.87734886909084e-14,7.7067768610437e-07,0.033677986244052,0.000886139016546243,2.0522839409333e-16,2.43363555121436e-10,1.07327107388281e-10,5.71129508471672e-14,0.00197692135472602,0.360468784769863,0.0155887029998755,0.000242791637938067,2.64725693839849e-19,0.00194555948365177,4.78643136544966e-07,0.0133929927269236,8.14869410714781e-06,7.31098008077998e-24,2.91225953887548e-17,1.77636836046486e-05,9.11786823789096e-05,6.1185680729667e-05,0.00935837185071203,1.75660881668836e-23,0.0264743342118036,2.14464932032108e-10,0.0171667231074775,9.82432229009308e-08,6.63907844146904e-12,5.90337138200854e-28,2.87373905507012e-12,2.44383042145209e-11,6.15234203756631e-11,0.00299561514836781,1.14726174332307e-19
"X103.1",0.00164249462530315,1.76719210392084e-12,0.0816326530569779,0.000462609514184458,0.0136679252038513,9.2735979388471e-06,5.96900999873408e-14,1.75348868978516e-11,0.0356548415252422,0.000213876947739438,0.254726786414231,2.06196731321242e-07,1.09946854689763e-08,4.50903118803107e-22,1.66081728784561e-09,5.36570513465325e-20,1.16911315909971e-18,0.00436971262934908,0.0506678515176631,3.20231329798447e-13,5.5392886647228e-11,2.49932853851627e-11,0.0510391139530684,1.64385395520804e-07,7.95824205490123e-05,0.308476071091622,0.000499933300916264,6.65916603539324e-09,2.71889431291212e-07,1.48999124548041e-17,4.16010433500181e-13,1.24486188536415e-06,1.99413663672741e-09,0.0487860076837211,2.82032974727181e-12,2.12718016538275e-20,2.59569128389816e-16,1.56986760726224e-20,0.00253778912224934,2.23152045108839e-15,2.44868817493634e-34,2.47294040263631e-23,0.0181133386335289,4.24894666312777e-05,3.15970377805942e-14,0.00611334792286813,5.04975398076271e-11,2.74439060793267e-08,1.33090174988219e-13,2.94516429191111e-16,7.28748090681139e-09
"X27",1.41748195167584e-17,0.00132559525225083,0.114860273326651,3.46364244681746e-19,2.41670950127914e-11,3.02065087753391e-13,0.000381329679563332,2.65900212529111e-17,0.00411548975046698,4.68601981366186e-12,0.285577679949153,4.20737157060063e-06,2.66708663831464e-20,1.01798517870293e-09,7.2586142036881e-26,2.14729558546532e-30,3.55964300555617e-11,4.83069151405754e-06,0.0336862051029466,4.81754656908127e-24,2.76024102351791e-14,3.30506814824747e-05,0.0509653464476963,1.69599558750058e-11,1.34298667260794e-05,0.143302399825699,1.38062761772086e-16,3.38440435483949e-06,4.15073595914034e-14,1.62851216548675e-16,5.23796304378007e-07,1.10911326356558e-24,4.53830369725325e-10,0.255199655320193,1.6111912164438e-06,1.91630516066819e-24,1.83845172030139e-20,1.52327930912456e-15,2.4703356423769e-10,2.8799267951478e-09,1.1572253612175e-15,6.62371992981974e-25,0.013830702106102,2.91370539131124e-14,4.33385954572381e-23,0.00544690513211759,0.00215844228163507,6.68830160641639e-14,7.81595082174269e-12,7.47797887109775e-18,6.04325590880315e-05
"X51",9.01191568582331e-13,6.71112768087093e-24,0.0266120206077265,2.3506003650006e-15,2.48389367079325e-18,1.01364264641321e-30,0.00134901345403783,2.76751502244011e-24,2.14698281313444e-22,5.73779778048877e-25,0.214822460350678,4.7878409577576e-21,1.33298801840494e-20,0.100108961333682,1.85285450096983e-10,1.41213199232954e-16,6.61703092126505e-14,5.55749742775919e-21,0.0210735922512432,0.00644401200518285,1.13276970649962e-20,0.00626203847001797,0.00129967363995795,1.37019052669111e-11,0.00995117353247677,0.0206232301896625,2.25389258671165e-20,1.74876277076149e-07,7.39437910392002e-14,1.08298122809061e-21,1.40202263578643e-13,3.6753249882688e-12,1.50796626784782e-09,0.397108741527764,5.41293019294129e-19,1.46469908216106e-12,0.0307173981918004,7.7862215321904e-20,8.24661643967041e-31,0.000173491753080176,0.0123283692206556,0.00443231073369077,4.61270133047471e-06,4.61802596093375e-16,3.58511080148702e-11,5.54762277085767e-21,0.00263132435986036,2.49653025174831e-08,3.23293615928536e-06,0.00477499031569756,1.11614799890896e-07
"X113",8.6472517930686e-17,5.37818612847784e-23,3.44806291968682e-60,6.93367346519112e-14,2.44906027810248e-18,3.50539582683671e-18,2.30443309140438e-48,1.1225450293548e-28,3.44387203458706e-23,1.33883264750938e-08,0.117070786606968,5.31355417911006e-18,1.42119926945008e-15,0.239735098640078,0.00354382858999061,0.00277761701771594,4.14623549600988e-32,7.57070483497499e-20,4.71893799693067e-32,0.00160033940296879,3.24302016709181e-09,0.00601117834540076,1.4586040993694e-35,2.15505138370378e-22,5.09412816687877e-25,1.70250587332499e-10,1.12552966765013e-27,3.93834845465101e-06,0.00369201106693814,1.84645385713596e-19,6.52767805812565e-21,0.00790562204126032,5.52035476910831e-19,0.281816759336169,1.27180269941783e-07,6.08118437999795e-23,0.141433634711421,5.51486248613143e-14,9.56960954793997e-35,5.74443995687283e-05,2.60443690073436e-16,0.00471724204970723,3.34727412628927e-30,0.000878855873961637,0.00262492015931631,7.63169332274135e-22,9.86460760686826e-16,1.83833781150627e-26,1.31735324066813e-08,6.56001187137948e-09,1.12072922701341e-08
"X93",5.93234384854272e-18,0.00124589953470023,0.0802170518245753,9.37542294472208e-05,2.16716149003657e-05,1.89678955204362e-17,1.52268155553184e-53,4.47323138871523e-29,0.00879670977122128,0.00550160035223019,0.0414506911333218,9.06471879746214e-10,2.63984609508676e-14,0.346170933873296,2.05312937395114e-07,1.60186138281091e-20,3.74916083260208e-36,1.06788206847088e-13,1.66394592790092e-27,7.35744301646898e-09,4.98975739775591e-05,0.00857416163087815,2.83396584924963e-35,2.62842167850616e-25,6.16073546464942e-30,0.0224876714300607,6.25158625427675e-26,2.63373885899532e-18,3.31880241477887e-07,5.12349086576409e-16,1.1748246655988e-20,1.34542079660491e-08,2.45293889757766e-20,0.113163926317233,1.20101303918188e-08,3.64134255194034e-32,0.160023188854333,1.27375467178204e-23,2.82971571670673e-22,0.003304418912583,3.85951550983898e-38,2.46838180091407e-20,7.34627517994444e-28,0.00562921756647995,0.00137179269774469,7.0205120694895e-22,1.53436196414816e-10,2.18382020821687e-27,4.16826244055112e-16,3.96703533619729e-34,0.0279945102329428
"X137.1",8.57045774712295e-16,7.92596582298158e-31,0.19916959536004,6.64488388019143e-07,6.04458082617302e-06,4.84360049242554e-13,1.28816208514462e-14,2.50557316026399e-21,6.90208725294095e-08,1.59805315211523e-05,3.33700638169407e-08,6.44608439566775e-22,4.42404189017924e-05,0.338102404305723,2.64340764606425e-34,1.84433933386292e-28,1.90989216765288e-18,1.37418356136877e-10,3.78680995353871e-29,8.22536439449962e-29,7.71881008909062e-21,2.35323288190523e-08,4.55420372742158e-38,5.63936211522273e-11,0.00162545597453311,0.0352952253116239,0.0115742454090374,2.1958893688968e-31,1.45819039626824e-07,1.66361859327261e-12,1.91589797927928e-07,7.79371010486525e-18,3.0192765687658e-12,0.0405358649366451,6.71232562027828e-20,9.01858674085407e-14,0.0511037357753282,1.78368532029244e-24,6.82255835042735e-05,7.41432913409965e-05,8.73488214167605e-18,9.0005569565749e-52,0.0386218656461611,6.05821019732038e-22,1.65918927165381e-25,1.77487428336751e-37,4.45490615408384e-07,2.24887614748061e-15,6.09464668358453e-19,3.97460799954786e-29,0.162014232861039
"X129.1",1.71973537886215e-21,4.39267405189542e-21,0.117464708113181,9.16429603924654e-10,0.00414835889924414,5.31828256637601e-11,0.00290709088427103,1.60709555354001e-06,1.42866273969345e-15,4.48880934700636e-07,1.5755100899491e-19,4.1774865811376e-15,7.76720193422098e-13,0.224334718580482,1.35530079955017e-17,5.06917862715293e-11,6.32826174412175e-15,4.22542511036672e-07,0.000226715786155397,1.80757979003635e-19,5.65709199393756e-07,1.23158658060027e-10,1.31068875402909e-16,0.0054889992554092,0.00656335518509685,0.017547466857487,0.00269036261234696,9.15136591989013e-07,0.0165097382478829,0.00164463736375633,1.28141007253099e-11,4.01863230723288e-11,3.16713317285573e-19,0.0306526038658154,9.84890009000537e-15,4.31423905382825e-12,1.80384572314406e-14,1.57819114156432e-12,2.11956912707516e-06,1.13709623868074e-10,8.05259073331742e-14,2.6317685958471e-16,0.144165346582102,4.87042721496697e-29,1.0186132508821e-14,1.23611514038202e-17,9.42805583777072e-10,1.41102363554532e-07,3.01586816779581e-22,0.00210875346306554,0.274952549879348
"X110.1",8.00216981051564e-14,0.0106149012827345,1.87058988098691e-18,2.46682556512227e-05,0.00697856094581659,1.97829571995427e-14,2.88506277808086e-11,0.00196895074653564,2.71667906170248e-05,0.00188074438908562,0.00173408021375544,0.0104571815992023,2.55634324253894e-12,0.0644275936818897,0.00237883824674777,0.000701929878247079,3.95062189094125e-27,2.79896465779022e-20,4.97008379753499e-08,7.05094161661893e-11,1.04170056176427e-12,0.00404673991596346,1.823357286225e-05,3.33041892646513e-09,2.62831182411773e-15,6.87611904603944e-09,1.11647466059062e-12,1.69866334420813e-08,9.90361373621685e-05,1.0647670092859e-15,3.94066416251074e-07,1.87425527561343e-19,2.62500754425115e-09,0.0295700861180443,1.95718115254123e-07,7.0316272047829e-14,2.27671572073659e-25,0.00676348159628934,4.57232664647159e-40,0.0421227888741461,1.46778053687493e-08,0.00315420132090089,0.301544267775581,0.0396399764741066,0.0229830240600926,0.00116336316823103,1.90635852659417e-11,4.17714505925737e-27,1.83942007739282e-15,2.67806242093451e-11,0.244887889864206
